5.24629 0.143276 0.143276 2 1 0
2.5 0.143276 0.143276 2 1 0
2.50382 0.144473 0.144473 1 1 0
2.50763 0.145688 0.145688 1 1 0
2.51523 0.148178 0.148178 1 1 0
2.52469 0.151407 0.151407 1 1 0
2.5341 0.154775 0.154775 1 1 0
2.54346 0.158292 0.158292 1 1 0
2.55275 0.16197 0.16197 1 1 0
2.56197 0.165823 0.165823 1 1 0
2.57111 0.169864 0.169864 1 1 0
2.58015 0.174108 0.174108 1 1 0
2.58908 0.178574 0.178574 1 1 0
2.59789 0.183279 0.183279 1 1 0
2.60654 0.188243 0.188243 1 1 0
2.61503 0.193485 0.193485 1 1 0
2.62331 0.199027 0.199027 1 1 0
2.63135 0.204886 0.204886 1 1 0
2.63912 0.211079 0.211079 1 1 0
2.64657 0.217618 0.217618 1 1 0
2.65366 0.224503 0.224503 1 1 0
2.66034 0.231726 0.231726 1 1 0
2.66659 0.239262 0.239262 1 1 0
2.67236 0.24707 0.24707 1 1 0
2.67766 0.255094 0.255094 1 1 0
2.6825 0.263262 0.263262 1 1 0
2.68692 0.271499 0.271499 1 1 0
2.69098 0.279725 0.279725 1 1 0
2.69475 0.287866 0.287866 1 1 0
2.69831 0.295856 0.295856 1 1 0
2.70015 0.300066 0.300066 2 1 0
2.70354 0.307723 0.307723 2 1 0
2.7069 0.315113 0.315113 2 1 0
2.71028 0.322214 0.322214 2 1 0
2.71372 0.329012 0.329012 2 1 0
2.71726 0.335503 0.335503 2 1 0
2.72091 0.341691 0.341691 2 1 0
2.72467 0.347586 0.347586 2 1 0
2.72857 0.353201 0.353201 2 1 0
2.73259 0.358552 0.358552 2 1 0
2.73673 0.363655 0.363655 2 1 0
2.74099 0.368527 0.368527 2 1 0
2.74536 0.373187 0.373187 2 1 0
2.74983 0.377649 0.377649 2 1 0
2.7544 0.381929 0.381929 2 1 0
2.75905 0.386042 0.386042 2 1 0
2.7638 0.39 0.39 2 1 0
2.76862 0.393816 0.393816 2 1 0
2.77351 0.397502 0.397502 2 1 0
2.77847 0.401066 0.401066 2 1 0
2.78349 0.404519 0.404519 2 1 0
2.78856 0.407868 0.407868 2 1 0
2.7937 0.411122 0.411122 2 1 0
2.79888 0.414287 0.414287 2 1 0
2.8041 0.41737 0.41737 2 1 0
2.80937 0.420376 0.420376 2 1 0
2.81468 0.423312 0.423312 2 1 0
2.82002 0.426182 0.426182 2 1 0
2.82541 0.428991 0.428991 2 1 0
2.83082 0.431742 0.431742 2 1 0
2.83626 0.43444 0.43444 2 1 0
2.84173 0.437089 0.437089 2 1 0
2.84723 0.439691 0.439691 2 1 0
2.85275 0.44225 0.44225 2 1 0
2.85829 0.444768 0.444768 2 1 0
2.86386 0.447248 0.447248 2 1 0
2.86944 0.449694 0.449694 2 1 0
2.87505 0.452106 0.452106 2 1 0
2.88067 0.454488 0.454488 2 1 0
2.88631 0.456841 0.456841 2 1 0
2.89196 0.459168 0.459168 2 1 0
2.89763 0.46147 0.46147 2 1 0
2.90331 0.463749 0.463749 2 1 0
2.909 0.466007 0.466007 2 1 0
2.91471 0.468246 0.468246 2 1 0
2.92042 0.470466 0.470466 2 1 0
2.92614 0.472669 0.472669 2 1 0
2.93188 0.474858 0.474858 2 1 0
2.93762 0.477032 0.477032 2 1 0
2.94336 0.479194 0.479194 2 1 0
2.94912 0.481345 0.481345 2 1 0
2.95488 0.483486 0.483486 2 1 0
2.96064 0.485618 0.485618 2 1 0
2.96641 0.487742 0.487742 2 1 0
2.97218 0.48986 0.48986 2 1 0
2.97796 0.491972 0.491972 2 1 0
2.98374 0.494081 0.494081 2 1 0
2.98952 0.496186 0.496186 2 1 0
2.9953 0.498289 0.498289 2 1 0
3.00108 0.500392 0.500392 2 1 0
