2.70393 1 1 2 2 3
2.70368 0.996717 0.996717 2 2 3
2.70351 0.992778 0.992778 2 2 3
2.70311 0.985425 0.985425 2 2 3
2.70234 0.970972 0.970972 2 2 3
2.70093 0.944574 0.944574 2 2 3
2.69896 0.90782 0.90782 2 2 3
2.69712 0.873419 0.873419 2 2 3
2.69546 0.842455 0.842455 2 2 3
2.69396 0.814484 0.814484 2 2 3
2.69261 0.789144 0.789144 2 2 3
2.69137 0.766121 0.766121 2 2 3
2.69025 0.745133 0.745133 2 2 3
2.68913 0.724144 0.724144 2 2 3
2.68819 0.706764 0.706764 2 2 3
2.68734 0.690789 0.690789 2 2 3
2.68655 0.676065 0.676065 2 2 3
2.68582 0.662479 0.662479 2 2 3
2.68515 0.649904 0.649904 2 2 3
2.68453 0.638249 0.638249 2 2 3
2.68395 0.627429 0.627429 2 2 3
2.68341 0.617361 0.617361 2 2 3
2.68291 0.607976 0.607976 2 2 3
2.68244 0.599217 0.599217 2 2 3
2.682 0.59103 0.59103 2 2 3
2.68159 0.583363 0.583363 2 2 3
2.6812 0.576178 0.576178 2 2 3
2.68084 0.569432 0.569432 2 2 3
2.6805 0.563091 0.563091 2 2 3
2.68018 0.557123 0.557123 2 2 3
2.67988 0.551499 0.551499 2 2 3
2.6796 0.546193 0.546193 2 2 3
2.67933 0.541183 0.541183 2 2 3
2.67908 0.536446 0.536446 2 2 3
2.67884 0.531962 0.531962 2 2 3
2.67861 0.527715 0.527715 2 2 3
2.67839 0.523688 0.523688 2 2 3
2.67819 0.519866 0.519866 2 2 3
2.67799 0.516234 0.516234 2 2 3
2.67781 0.512782 0.512782 2 2 3
2.67763 0.509497 0.509497 2 2 3
2.67747 0.506369 0.506369 2 2 3
2.67731 0.503387 0.503387 2 2 3
2.67715 0.500543 0.500543 2 2 3
2.67701 0.497829 0.497829 2 2 3
2.67687 0.495236 0.495236 2 2 3
2.67674 0.492758 0.492758 2 2 3
2.67661 0.490387 0.490387 2 2 3
2.67649 0.488119 0.488119 2 2 3
2.67637 0.485946 0.485946 2 2 3
2.67626 0.483864 0.483864 2 2 3
2.67615 0.481867 0.481867 2 2 3
2.67605 0.479952 0.479952 2 2 3
2.67595 0.478113 0.478113 2 2 3
2.67586 0.476347 0.476347 2 2 3
